"price";"Overall.Qual";"Garage.Area";"Total.Bsmt.SF";"X1st.Flr.SF";"Full.Bath";"AgeofHouse";"Mas.Vnr.Area";"TotRms.AbvGrd";"Fireplaces";"Wood.Deck.SF";"Longitude";"Latitude";"Neighborhood"
5.239;7;7.212;10.257;10.349;2;1;0;5;0;3;"-93,684625";"42,013544";"CollgCr"
5.225;6;6.271;10.941;10.941;2;0;0;6;1;0;"-93,684285";"42,01343";"CollgCr"
5.143;5;4.025;8.199;8.96;1;12;0;9;0;4.274;"-93,646438";"42,01895";"Crawfor"
5.217;6;4.025;7.361;9;1;3;0;7;2;2.939;"-93,646624";"42,01804";"Crawfor"
5.135;5;5.628;10.775;11.313;1;12;0;6;0;0;"-93,646817";"42,017888";"Crawfor"
5.223;7;5.091;8.58;8.58;1;12;0;7;1;0;"-93,64644";"42,016941";"Crawfor"
5.078;5;4.648;9.099;9.266;1;12;0;5;1;0;"-93,646416";"42,016067";"Crawfor"
5.161;6;6.654;9.387;9.387;2;12;6.17;8;0;0;"-93,6435257";"42,0199537";"Crawfor"
5.362;8;6;8.443;8.443;1;12;0;7;2;0;"-93,642431";"42,019059";"Crawfor"
5.041;5;4.5;8.92;9.159;1;12;0;6;0;2.4;"-93,639497";"42,018766";"Crawfor"
5.19;5;5.256;10.704;10.704;1;10;0;5;0;6.593;"-93,64012";"42,017583";"Crawfor"
5.338;7;6.371;9.591;10.049;2;12;4.93;7;1;0;"-93,642319";"42,016385";"Crawfor"
5.498;8;6.293;8.762;11.807;2;3;0;10;2;0;"-93,641156";"42,016961";"Crawfor"
5.374;5;6.6;13.07;13.07;2;11;0;7;2;0;"-93,640311";"42,012638";"Crawfor"
5.23;4;7.518;12.296;12.296;2;3;0;7;0;3.699;"-93,644923";"42,011836";"Crawfor"
5.461;7;6.6;11.623;12.731;2;3;0;6;2;0;"-93,641677";"42,010797";"Crawfor"
5.574;8;6.675;11.898;12.093;2;0;6.525;5;1;3.327;"-93,615697";"42,009401";"Crawfor"
5.371;8;6.958;11.898;12.093;2;0;6.58;5;1;3.327;"-93,615618";"42,009401";"Crawfor"
5.469;8;6.874;11.985;12.179;2;0;4.091;5;1;3.818;"-93,616584";"42,008803";"Crawfor"
4.799;5;4.51;7.256;7.863;2;12;0;6;0;0;"-93,658381";"42,022978";"Edwards"
5.334;5;7.2;6.067;10.92;2;1;0;6;1;0;"-93,669606";"42,026185";"Edwards"
5.145;3;6.378;0;12.489;2;11;0;8;1;0;"-93,665996";"42,027656";"Edwards"
5.086;4;6.695;0;11.157;1;11;0;6;0;0;"-93,665994";"42,027506";"Edwards"
4.919;5;5.739;6.42;8.669;1;12;0;5;0;0;"-93,662762";"42,028226";"Edwards"
5.106;6;6.573;11.368;12.329;1;11;0;7;1;0;"-93,667776";"42,024483";"Edwards"
4.778;5;5.612;10.716;10.716;1;11;0;5;0;0;"-93,667209";"42,023916";"Edwards"
5.189;6;4.648;8.199;8.96;1;12;0;6;1;0;"-93,665271";"42,026133";"Edwards"
4.998;5;0;8.818;8.818;1;7;0;4;0;0;"-93,6650659";"42,0257161";"Edwards"
5.27;6;6.434;10.444;10.444;2;1;0;6;0;3;"-93,6658876";"42,0247497";"Edwards"
5.092;5;5.265;9.391;10.165;1;11;0;6;0;0;"-93,660187";"42,026308";"Edwards"
4.934;4;0;6.893;7.379;1;1;0;5;0;0;"-93,66468";"42,020186";"Edwards"
5.114;5;4.874;9.665;9.665;2;5;3.662;5;0;0;"-93,6643138";"42,0246868";"Edwards"
4.961;5;5.02;8.538;9.496;1;12;0;7;1;0;"-93,658506";"42,022824";"Edwards"
5.033;4;6.841;0;10.067;2;2;0;5;0;0;"-93,678305";"42,020123";"Edwards"
5.193;5;5.358;5.856;9.449;1;12;0;6;0;2.324;"-93,677482";"42,021245";"Edwards"
5;5;0;0;12.238;2;9;0;8;0;0;"-93,677553";"42,021041";"Edwards"
5.09;5;4.874;9.914;9.914;1;9;0;6;0;4.828;"-93,677551";"42,020905";"Edwards"
5.041;4;6.841;9.895;9.895;1;9;1.342;4;0;0;"-93,676222";"42,021221";"Edwards"
5.098;6;5.628;9.525;9.932;1;7;0;5;1;0;"-93,675268";"42,020306";"Edwards"
5.033;5;0;9.468;9.468;1;8;0;6;1;3.6;"-93,673137";"42,02099";"Edwards"
5.293;7;7.446;8.464;8.517;2;1;4.135;8;1;3.888;"-93,672379";"42,01899";"Edwards"
5.219;7;5.977;8.194;8.27;2;1;2.877;7;1;4.002;"-93,672408";"42,018991";"Edwards"
5.149;5;7.219;0;9.95;2;6;0;11;0;0;"-93,674327";"42,01917";"Edwards"
5.234;5;6.634;8.128;8.128;2;1;0;6;0;0;"-93,67318";"42,018922";"Edwards"
5.146;6;6.874;7.016;9.822;2;0;2.717;5;0;0;"-93,669977";"42,01896";"Edwards"
5.163;6;6.874;7.016;9.822;1;1;2.683;5;0;0;"-93,669952";"42,01896";"Edwards"
5.114;7;5.848;9.343;9.343;2;1;2.121;7;0;0;"-93,670039";"42,018812";"Edwards"
4.929;4;5.367;8.879;8.879;1;10;0;5;0;0;"-93,666315";"42,019423";"Edwards"
4.991;4;4.648;0;9.895;2;12;0;9;0;2.877;"-93,6644556";"42,0217997";"Edwards"
5.079;5;0;7.256;7.256;1;1;0;5;0;1.944;"-93,660115";"42,021582";"Edwards"
4.908;5;0;7.695;7.695;1;2;0;8;0;0;"-93,659222";"42,022641";"Edwards"
5.049;4;5.879;7.099;8.464;1;2;0;6;0;3.888;"-93,664821";"42,01965";"Edwards"
5.097;4;5.652;8.314;8.314;1;11;0;4;1;0;"-93,66346";"42,018943";"Edwards"
5.132;5;5.196;8.57;8.859;1;11;0;8;0;3.3;"-93,66345";"42,018541";"Edwards"
5.041;6;6.893;7.846;7.846;1;2;0;7;0;0;"-93,657963";"42,022092";"Edwards"
5.291;6;6.504;9.129;9.129;2;3;1.342;7;1;5.692;"-93,638925";"42,060779";"Gilbert"
5.264;6;6;8.554;8.554;2;2;0;6;1;6.155;"-93,639067";"42,059909";"Gilbert"
5.278;6;6.504;9.222;9.222;2;3;0;7;1;4.762;"-93,639388";"42,059956";"Gilbert"
5.346;7;7.601;9.315;9.454;2;2;5.065;8;1;0;"-93,637871";"42,061407";"Gilbert"
5.283;6;6.518;9.212;9.212;2;2;0;7;2;3;"-93,638778";"42,060822";"Gilbert"
5.273;6;6.067;7.886;7.886;2;2;0;6;1;5.324;"-93,637566";"42,06048";"Gilbert"
5.25;5;6.03;11.015;11.161;2;3;0;7;0;0;"-93,636718";"42,060639";"Gilbert"
5.38;7;7.88;12.26;12.26;2;0;1.559;7;1;3.6;"-93,635967";"42,06281";"Gilbert"
5.577;9;8.26;12.536;12.536;2;1;3.795;7;2;4.253;"-93,635838";"42,062956";"Gilbert"
5.249;7;5.97;5.879;8.221;2;3;0;7;1;4.8;"-93,63921";"42,059283";"Gilbert"
5.219;6;6.148;7.92;7.92;2;3;3.175;6;1;4.135;"-93,636949";"42,058421";"Gilbert"
5.274;6;6.228;8.341;8.341;2;3;0;8;1;4.49;"-93,637763";"42,059411";"Gilbert"
5.258;6;6.067;7.977;7.977;2;3;0;7;1;0;"-93,637671";"42,059645";"Gilbert"
5.25;6;5.917;8.528;8.528;2;4;0;7;1;5.548;"-93,635753";"42,05793";"Gilbert"
5.241;6;5.556;7.949;7.949;2;3;0;6;1;0;"-93,636822";"42,058173";"Gilbert"
5.352;7;6.641;9.382;9.511;2;2;5.564;9;1;0;"-93,639325";"42,058201";"Gilbert"
5.256;7;6.708;11.321;11.392;2;4;0;5;0;0;"-93,634644";"42,058747";"Gilbert"
5.215;8;6.654;7.093;9.859;2;1;0;8;0;5.408;"-93,6235954";"42,0603514";"Gilbert"
5.161;5;7.175;9.749;9.749;1;11;0;5;0;4.874;"-93,625169";"42,056702";"Gilbert"
5.124;6;8.15;11.572;11.572;2;12;1.99;6;1;0;"-93,6225667";"42,0586718";"Gilbert"
5.253;6;5.947;8.395;8.395;2;0;0;8;1;0;"-93,645875";"42,062483";"Gilbert"
5.341;7;7.707;8.894;8.894;2;0;0;9;1;3;"-93,644366";"42,061928";"Gilbert"
5.284;5;5.786;8.117;8.128;2;1;0;7;1;3;"-93,64458";"42,060239";"Gilbert"
5.271;6;6.371;9.178;9.305;2;2;5.35;8;1;0;"-93,641331";"42,057986";"Gilbert"
5.387;6;5.925;9.449;9.591;2;2;1.897;7;1;1.47;"-93,641919";"42,059068";"Gilbert"
5.459;7;7.452;9.651;9.868;3;0;0;8;0;6;"-93,641283";"42,05696";"Gilbert"
5.173;6;5.333;8.05;10.156;2;12;0;8;0;0;"-93,628299";"42,025306";"IDOTRR"
5.306;6;7.695;8.166;11.607;3;9;4.589;9;1;0;"-93,629496";"42,021576";"IDOTRR"
5.149;6;6.997;8.379;8.379;1;12;0;6;1;0;"-93,6275137";"42,0242321";"IDOTRR"
4.927;6;0;6.841;6.841;1;5;0;5;0;2.184;"-93,629501";"42,022825";"IDOTRR"
4.998;4;6.264;8.528;8.684;2;10;0;5;0;0;"-93,628263";"42,022963";"IDOTRR"
5.009;5;4.399;9.372;9.372;1;12;0;5;0;3.795;"-93,628467";"42,022786";"IDOTRR"
5.061;5;0;8.448;9.473;2;1;0;7;0;0;"-93,628412";"42,022836";"IDOTRR"
5.163;6;6.748;8.803;8.803;1;12;0;6;0;2.939;"-93,62841";"42,022709";"IDOTRR"
5.1;6;4.189;8.97;9.095;1;2;0;5;0;0;"-93,628409";"42,022607";"IDOTRR"
4.74;4;0;8.464;8.464;1;12;0;5;0;0;"-93,625291";"42,022797";"IDOTRR"
5.081;6;6.235;8.57;8.57;1;1;0;5;0;0;"-93,625288";"42,022516";"IDOTRR"
4.914;2;4.243;6.573;6.971;1;12;0;4;0;0;"-93,629496";"42,021414";"IDOTRR"
4.892;5;4.124;7.324;7.324;1;12;0;6;0;0;"-93,625299";"42,021596";"IDOTRR"
5.027;4;5.425;9.251;9.251;1;12;0;6;0;0;"-93,626683";"42,020207";"IDOTRR"
5.219;5;5.66;10.178;10.178;2;10;3.818;7;0;0;"-93,625143";"42,021389";"IDOTRR"
5.143;6;5.879;9.329;9.329;2;10;5.425;6;0;0;"-93,625147";"42,02153";"IDOTRR"
4.949;4;4.08;3.946;8.617;1;12;0;6;0;0;"-93,615426";"42,021162";"IDOTRR"
4.929;3;0;9.548;9.548;1;6;0;6;0;0;"-93,616895";"42,020184";"IDOTRR"
5.146;4;8.05;9.827;9.827;1;6;0;6;0;0;"-93,6150637";"42,0214218";"IDOTRR"
5.097;5;4.409;8.679;9.492;1;0;0;5;0;3.723;"-93,613886";"42,021555";"IDOTRR"
4.748;5;6.735;6.971;9.693;1;12;0;4;0;0;"-93,608271";"42,021327";"IDOTRR"
4.892;3;0;4.409;7.2;1;12;0;6;0;0;"-93,604344";"42,022603";"IDOTRR"
5.127;5;6.893;10.138;10.138;1;7;0;6;1;6.946;"-93,605354";"41,99284";"MeadowV"
5.104;5;5.499;8.254;9.124;2;6;0;6;1;3.059;"-93,603922";"41,990523";"MeadowV"
5.18;6;7.2;9.208;10.779;2;7;0;10;1;8.094;"-93,603518";"41,991731";"MeadowV"
4.959;4;5.17;6.448;6.88;1;8;0;5;0;3.286;"-93,604252";"41,991786";"MeadowV"
5.077;5;4.772;9.222;9.222;1;8;0;5;1;3.957;"-93,604318";"41,991758";"MeadowV"
4.9;4;4.772;7.01;7.01;1;7;0;5;0;0;"-93,603524";"41,992159";"MeadowV"
4.878;4;0;7.53;7.53;1;8;0;3;0;2.939;"-93,60359";"41,992119";"MeadowV"
4.964;5;0;7.53;7.53;1;8;0;3;0;0;"-93,602043";"41,992533";"MeadowV"
4.9;4;0;7.01;7.01;1;8;0;5;0;0;"-93,601844";"41,992497";"MeadowV"
4.944;4;5.073;7.01;7.01;1;8;0;6;0;4.628;"-93,60176";"41,991786";"MeadowV"
5.127;6;6.6;9.877;9.859;1;5;0;5;0;3.286;"-93,607597";"41,994206";"Mitchel"
5.406;8;8.166;9.716;9.656;2;3;0;8;1;0;"-93,604947";"41,99706";"Mitchel"
5.194;6;5.62;9.01;9.129;1;7;0;5;1;5.358;"-93,604716";"41,997067";"Mitchel"
5.233;6;5.676;9.932;10.031;1;7;0;6;1;4.274;"-93,604549";"41,997069";"Mitchel"
5.1;5;6.965;0;10.825;2;7;0;8;0;0;"-93,604519";"41,996919";"Mitchel"
5;5;6.6;0;9.178;2;7;0;8;0;0;"-93,602912";"41,996903";"Mitchel"
5.182;5;7.777;11.932;11.981;2;4;0;5;0;0;"-93,602424";"41,996066";"Mitchel"
5.233;7;8.303;13.101;13.278;3;4;2.51;9;0;0;"-93,603854";"41,996063";"Mitchel"
5.155;6;6.893;9.343;9.609;1;7;0;5;1;4.168;"-93,601779";"41,994188";"Mitchel"
5.239;5;7.494;11.345;11.345;2;1;0;7;0;0;"-93,608372";"41,990934";"Mitchel"
5.238;4;8.746;10.392;10.392;1;9;2.97;6;0;0;"-93,606374";"41,993185";"Mitchel"
5.221;5;7.857;10.998;10.998;2;3;0;7;1;5.433;"-93,608223";"41,991004";"Mitchel"
5.179;6;7.187;12.471;12.471;2;6;0;8;0;1.897;"-93,6044746";"41,9900428";"Mitchel"
5.196;5;6.913;8.027;8.027;1;6;0;6;1;0;"-93,604524";"41,989488";"Mitchel"
5.112;5;7.494;8.314;8.314;1;8;0;5;0;3.059;"-93,6015199";"41,991371";"Mitchel"
5.154;6;7.275;9.501;9.501;1;5;0;6;0;3.286;"-93,604776";"41,988964";"Mitchel"
5.049;5;0;8.659;8.659;1;5;0;5;0;0;"-93,603867";"41,988222";"Mitchel"
5.176;5;6.675;8.659;8.659;1;6;0;5;0;6.228;"-93,6035354";"41,9889358";"Mitchel"
5.173;5;7.926;8.632;8.915;1;4;0;5;1;3;"-93,602777";"41,987659";"Mitchel"
5.121;5;0;9.06;9.343;1;3;0;6;0;2.683;"-93,606847";"41,98651";"Mitchel"
4.971;5;0;9.363;9.363;1;3;0;5;0;0;"-93,606641";"41,98651";"Mitchel"
5.134;5;7.2;7.494;7.494;1;4;0;6;0;1.407;"-93,600582";"41,986647";"Mitchel"
5.207;5;4.975;8.818;8.818;2;9;0;8;0;5.082;"-93,599791";"41,9913";"Mitchel"
5.238;5;8.99;8.4;8.4;1;8;4.002;7;1;0;"-93,600191";"41,99095";"Mitchel"
5.197;6;5.308;9.525;9.6;1;10;4.686;5;2;0;"-93,618182";"42,053327";"NAmes"
5.095;6;6.722;8.91;8.91;1;11;0;5;0;0;"-93,6188955";"42,0530363";"NAmes"
5.387;7;6.854;13.78;13.78;2;9;0;8;2;0;"-93,61732";"42,051245";"NAmes"
5.284;7;6.748;12.907;12.907;2;8;6.25;8;1;0;"-93,617432";"42,050507";"NAmes"
5.538;8;6.958;13.254;13.416;2;3;0;9;3;4.92;"-93,615524";"42,049322";"NAmes"
5.134;5;0;8.98;8.98;2;7;0;8;0;1.697;"-93,625856";"42,056398";"NAmes"
5.179;6;6.434;9.74;9.74;1;8;0;6;0;4.025;"-93,627875";"42,05539";"NAmes"
5.142;5;5.187;9.932;9.932;1;8;0;6;0;4.648;"-93,62626";"42,055131";"NAmes"
5.081;4;7.707;8.818;8.818;1;8;0;5;0;2.939;"-93,625657";"42,053306";"NAmes"
5.107;4;4.93;9.07;9.07;1;10;0;4;0;3.55;"-93,6247461";"42,0562952";"NAmes"
5.114;4;7.2;8.818;8.818;1;1;0;5;0;4.243;"-93,6223289";"42,056461";"NAmes"
5.124;7;5.747;8.067;8.308;1;2;4.047;4;0;3.286;"-93,624798";"42,05467";"NAmes"
5.258;6;6.782;11.245;10.97;2;2;0;5;0;3.6;"-93,624873";"42,054693";"NAmes"
5.248;6;6.854;11.245;10.97;2;2;0;5;1;0;"-93,624431";"42,055319";"NAmes"
5.09;5;5.091;8.818;9;1;8;0;6;1;3.969;"-93,62895";"42,048946";"NAmes"
5.146;5;5.417;8.659;8.99;1;8;0;6;0;3.587;"-93,628069";"42,045878";"NAmes"
5.161;5;7.2;12.471;12.471;2;9;0;10;0;0;"-93,62462";"42,047541";"NAmes"
5.164;5;8.92;8.818;10.392;1;2;3.865;6;0;0;"-93,624612";"42,045685";"NAmes"
5.07;5;6.214;9.124;9.124;1;9;0;5;0;0;"-93,624612";"42,046635";"NAmes"
5.151;4;5.97;8.97;8.97;1;10;0;5;1;0;"-93,622991";"42,043135";"NAmes"
4.991;5;4.902;0;9.553;1;11;0;6;0;0;"-93,621336";"42,042398";"NAmes"
5.11;4;0;9.247;10.5;1;11;0;6;0;5.628;"-93,623383";"42,043363";"NAmes"
5.25;5;7.2;9.712;12.471;2;11;2.51;7;1;0;"-93,622476";"42,044926";"NAmes"
5.07;5;5.299;8.97;8.97;1;10;0;5;0;0;"-93,62144";"42,043627";"NAmes"
5.223;6;6.518;11.681;11.681;1;9;4.025;6;0;0;"-93,629415";"42,040645";"NAmes"
5.269;6;5.187;10.336;11.868;2;2;0;7;2;4.243;"-93,630156";"42,040072";"NAmes"
5.253;5;6.821;11.658;11.658;2;9;4.911;6;0;0;"-93,627536";"42,038971";"NAmes"
5.207;6;6.293;9.684;9.684;2;9;2.97;5;0;4.157;"-93,630023";"42,040143";"NAmes"
5.227;6;6.841;10.598;11.023;1;9;4.828;6;0;3.98;"-93,626171";"42,041811";"NAmes"
5.146;5;6.371;10.013;10.013;1;10;0;5;0;0;"-93,626762";"42,038323";"NAmes"
5.26;6;7.175;10.147;11.341;1;4;2.766;7;2;4.409;"-93,624484";"42,04074";"NAmes"
