"price";"Overall.Qual";"Garage.Area";"Total.Bsmt.SF";"X1st.Flr.SF";"Full.Bath";"AgeofHouse";"Mas.Vnr.Area";"TotRms.AbvGrd";"Fireplaces";"Wood.Deck.SF";"Neighborhood"
4.987;6;5.091;6.593;6.593;1;8;6.185;5;0;0;"BrDale"
5.077;5;4.874;7.53;7.53;2;8;4.911;6;0;4.08;"BrDale"
5.015;6;4.874;6.593;6.593;1;7;5.684;5;0;2.163;"BrDale"
5;6;4.874;6.593;6.593;1;7;3.771;5;0;0;"BrDale"
5.002;6;5.628;6.593;6.593;1;8;6.163;5;0;6.082;"BrDale"
5.025;6;5.02;6.593;6.593;1;8;3.381;5;0;0;"BrDale"
4.931;6;4.874;6.593;6.593;1;8;4.569;4;0;0;"BrDale"
4.952;6;4.874;6.593;6.593;1;8;7.373;5;0;0;"BrDale"
5.048;5;4.874;7.53;7.53;2;8;5.66;6;0;0;"BrDale"
5.055;6;4.874;6.874;6.874;1;7;7.144;6;0;3.6;"BrDale"
5.053;6;4.874;7.777;7.777;1;7;5.065;7;0;3.6;"BrDale"
5.056;6;4.874;7.777;7.777;1;7;4.884;7;0;0;"BrDale"
5.088;5;6.293;8.298;8.298;1;8;5.817;6;0;4.648;"BrDale"
5.023;6;6.293;6.874;6.874;1;7;6.801;6;0;0;"BrDale"
5.099;5;6.293;8.298;8.298;1;7;4.243;7;1;0;"BrDale"
4.919;6;4.874;6.593;6.593;1;7;6.06;5;0;2.546;"BrDale"
5.064;6;4.874;6.668;6.668;1;7;5.848;6;0;0;"BrDale"
5.072;6;4.874;7.777;7.777;1;7;5.029;7;0;0;"BrDale"
4.949;6;4.874;6.593;6.593;1;7;6.735;5;0;0;"BrDale"
5.033;6;4.874;6.874;6.874;1;7;6.735;6;0;5.628;"BrDale"
4.975;6;5.091;6.593;6.593;1;7;5.17;5;1;0;"BrDale"
5.066;5;0;8.787;8.787;1;1;0;4;0;3.245;"BrkSide"
4.884;3;0;8.094;10.842;1;9;0;6;0;4.865;"BrkSide"
5.109;5;5.716;9.43;9.628;1;3;0;7;0;0;"BrkSide"
5.127;6;4.648;7.397;7.397;1;12;0;5;0;0;"BrkSide"
5.107;6;7.2;7.175;8.736;1;12;0;6;2;0;"BrkSide"
5.121;5;4.648;8.669;9.271;1;12;5.196;7;2;0;"BrkSide"
5.146;6;5.299;8.379;8.379;1;12;0;6;0;4.46;"BrkSide"
5.093;5;7.494;6.893;7.023;1;6;0;5;0;5.248;"BrkSide"
4.916;4;0;6.148;7.982;1;12;0;5;0;3.842;"BrkSide"
5.349;5;6.893;10.916;9.822;1;1;0;6;1;0;"BrkSide"
5.173;6;4.409;9.591;11.353;1;12;0;6;1;4.893;"BrkSide"
5.312;7;7.777;9.256;9.256;2;1;0;5;0;2.581;"BrkSide"
5.107;4;4.648;7.777;8.254;1;12;0;6;0;0;"BrkSide"
5.13;6;7.494;7.926;8.411;1;2;0;4;0;4.347;"BrkSide"
5.068;5;4.409;8.92;8.92;1;3;0;5;1;0;"BrkSide"
5.076;6;4.025;8.92;9.02;1;1;0;4;0;0;"BrkSide"
5;5;6.293;10.151;10.821;1;12;0;5;0;0;"BrkSide"
5.124;4;4.648;8.92;9.435;1;3;0;6;0;0;"BrkSide"
4.778;2;0;4.874;8.485;1;12;0;4;1;0;"BrkSide"
5.021;5;4.025;8.022;8.874;1;4;0;5;0;2.078;"BrkSide"
5.176;5;4.743;9.256;9.458;2;12;0;6;1;4.124;"BrkSide"
5.102;5;10.323;9.822;9.822;1;12;0;5;0;0;"BrkSide"
5.224;7;6.92;8.094;10.111;1;4;0;8;0;6.768;"BrkSide"
4.716;3;0;4.93;8.1;1;1;0;5;0;0;"BrkSide"
5.072;5;4.295;9.444;9.845;1;12;0;5;2;0;"BrkSide"
4.94;4;4.56;5.596;6.385;1;12;0;5;0;0;"BrkSide"
5.14;5;5.091;9.525;10.142;1;5;0;5;1;4.884;"BrkSide"
5.033;7;4.762;7.777;10.371;1;12;0;8;0;4.347;"BrkSide"
4.9;5;5.265;8.172;8.373;1;10;0;4;0;0;"BrkSide"
5.185;5;4.648;9.6;10.147;2;12;0;6;1;0;"BrkSide"
5.039;5;0;8.4;8.4;1;12;0;5;0;0;"BrkSide"
5.093;5;4.648;7.777;8.653;1;1;0;6;0;0;"BrkSide"
5.029;6;4.243;7.061;8.139;1;2;0;6;0;1.849;"BrkSide"
5.217;6;4.648;9.396;9.553;1;4;0;6;1;0;"BrkSide"
5.076;5;5.771;9.242;9.242;1;1;0;5;1;0;"BrkSide"
5.079;6;4.327;8.808;9.247;1;12;0;5;1;0;"BrkSide"
5.196;6;7.777;8.617;8.617;2;2;0;5;0;4.948;"BrkSide"
5.053;6;3.795;9.449;9.548;1;12;0;6;0;0;"BrkSide"
5.061;5;5.652;7.131;7.131;1;3;0;6;1;0;"BrkSide"
5.09;4;5.499;7.96;7.494;1;12;0;6;0;0;"BrkSide"
4.91;5;3.842;0;8.528;1;3;0;6;0;0;"BrkSide"
5.212;5;5.692;9.85;10.076;2;4;0;8;1;0;"BrkSide"
5.176;7;6;9.435;10.585;2;12;0;7;1;0;"BrkSide"
4.836;4;4.648;6.841;6.841;1;12;0;4;0;2.1;"BrkSide"
5.104;5;4.648;7.777;9.822;1;2;0;6;0;0;"BrkSide"
5.211;6;7.777;8.538;10.262;2;1;0;8;0;0;"BrkSide"
5.161;5;4.648;8.915;9.43;1;6;0;8;0;0;"BrkSide"
5.114;6;4.975;8.57;8.684;1;2;0;5;0;0;"BrkSide"
4.594;1;0;0;5.483;1;12;0;2;0;0;"BrkSide"
4.806;3;0;5.771;6.307;1;12;0;4;0;0;"BrkSide"
5.049;5;5.265;8.528;8.528;1;2;0;5;0;3.587;"BrkSide"
5.135;5;5.265;8.249;9.08;1;3;0;6;1;0;"BrkSide"
5.108;5;5.265;9.05;9.05;1;12;0;6;0;0;"BrkSide"
5.158;5;6.675;9.075;10.248;1;12;0;6;1;0;"BrkSide"
5.13;5;4.49;8.094;8.094;2;2;0;6;0;0;"BrkSide"
5.107;6;4.419;7.348;7.397;1;12;0;6;2;0;"BrkSide"
5.117;6;6.293;8.133;8.844;1;12;0;6;1;0;"BrkSide"
5.053;5;4.648;8.92;8.92;1;12;0;5;0;0;"BrkSide"
5.1;6;6.893;8.803;8.803;1;12;0;6;1;4.5;"BrkSide"
5.121;5;5.02;7.777;8.995;1;11;0;7;0;0;"BrkSide"
5.12;5;4.55;9.324;9.553;1;3;0;6;1;3.957;"BrkSide"
5.122;5;5.84;8.249;9.015;1;12;0;6;0;1.5;"BrkSide"
5.138;5;4.025;9.193;9.193;1;1;0;8;0;1.47;"BrkSide"
5.121;7;7.2;8.653;8.767;1;2;0;5;0;2.078;"BrkSide"
5.106;6;7.099;8.92;9.29;1;12;0;6;1;0;"BrkSide"
5.009;6;4.025;9.295;9.42;1;12;0;5;1;0;"BrkSide"
5.256;6;6.841;8.292;9.767;1;12;0;8;1;0;"BrkSide"
5.217;6;7.2;8.314;8.227;1;12;0;7;0;0;"BrkSide"
5.085;4;5.239;8.199;8.346;1;12;0;5;0;0;"BrkSide"
4.932;4;0;6.293;8.844;1;10;0;4;0;0;"BrkSide"
5.104;5;7.2;6.735;9.178;1;3;0;5;0;3.059;"BrkSide"
5;4;0;8.421;8.421;1;12;0;4;2;0;"BrkSide"
5.306;6;4.648;8.736;9.567;1;2;0;9;1;1.559;"BrkSide"
5.201;6;6.148;9.506;9.506;2;12;0;7;2;0;"BrkSide"
5.059;6;6.893;8.57;8.57;1;12;0;6;1;3.175;"BrkSide"
4.875;3;4.819;8.094;8.094;1;12;0;6;0;0;"BrkSide"
4.944;5;6.364;8.314;9.558;1;12;0;6;0;0;"BrkSide"
4.906;4;0;0;7.777;1;12;0;3;0;0;"BrkSide"
5.173;5;4.5;9.684;9.684;1;12;0;8;1;0;"BrkSide"
5.041;5;4.025;8.166;8.166;1;5;0;7;0;0;"BrkSide"
4.949;5;4.295;7.446;7.446;1;12;0;4;0;0;"BrkSide"
5.053;5;5.02;9.454;9.712;1;12;0;5;1;0;"BrkSide"
5.037;5;4.347;8.57;8.57;1;12;0;4;0;3.888;"BrkSide"
5.111;4;7.2;9.295;9.295;1;8;3.795;6;0;0;"BrkSide"
5.388;7;5.604;9.637;10.423;2;12;0;10;2;2.245;"ClearCr"
5.238;5;5.731;11.313;12.278;2;11;2.846;8;2;0;"ClearCr"
5.431;7;7.88;11.305;11.553;1;2;0;4;2;6.681;"ClearCr"
5.415;7;7.262;10.949;10.949;0;7;0;4;1;4.911;"ClearCr"
5.362;6;6.854;10.026;10.026;2;4;5.091;8;1;5.499;"ClearCr"
5.19;6;6.293;9.534;9.73;1;8;2.683;6;0;0;"ClearCr"
5.217;5;5.499;8.617;13.652;1;11;5.739;9;1;3.434;"ClearCr"
5.208;4;5.231;9.968;9.968;1;4;0;8;2;3.286;"ClearCr"
5.155;5;6.378;11.372;11.514;1;2;0;5;2;0;"ClearCr"
5.279;5;5.222;12.064;12.963;1;4;0;7;3;6.545;"ClearCr"
5.368;7;6.874;11.42;9.217;2;4;0;7;1;3.674;"ClearCr"
5.129;4;7.823;0;10.04;2;10;0;7;1;0;"ClearCr"
5.371;6;7.125;12.007;10.615;1;7;0;4;1;6.067;"ClearCr"
5.161;5;7.506;9.43;12.445;2;10;4.975;7;2;2.121;"ClearCr"
5.389;7;6.559;11.712;11.712;2;6;0;7;2;3.55;"ClearCr"
5.38;6;5.692;9.035;10.846;3;3;0;10;1;6.614;"ClearCr"
5.29;6;6.279;10.314;12.16;2;9;0;6;1;5.524;"ClearCr"
5.301;6;7.367;7.446;7.446;2;3;0;8;0;6.022;"ClearCr"
5.302;5;0;11.992;12.134;3;3;0;12;1;3.314;"ClearCr"
5.48;7;8.155;12.16;12.812;2;1;5.62;5;2;5.848;"ClearCr"
5.26;6;7.048;10.349;11.704;2;5;3.499;7;1;0;"ClearCr"
5.324;6;6.848;10.178;10.235;2;4;4.911;8;1;0;"ClearCr"
5.442;6;5.917;11.4;11.4;2;1;6.518;7;2;0;"ClearCr"
5.38;6;6.715;11.925;9.854;2;3;0;9;2;4.409;"ClearCr"
5.273;6;6.321;8.653;9.372;2;0;3.759;9;0;3.46;"ClearCr"
5.446;8;6.9;9.324;12.525;0;7;0;5;2;7.625;"ClearCr"
5.114;5;5.091;9.777;11.031;1;10;3.286;6;0;3.888;"ClearCr"
5.444;7;6.848;12.956;12.834;1;8;3.327;6;2;0;"ClearCr"
5.352;7;7.748;10.833;10.833;2;11;0;7;1;0;"ClearCr"
5.171;7;6.364;6.221;8.899;2;5;0;7;0;4.113;"ClearCr"
5.279;7;6.329;11.435;11.435;1;4;0;6;1;0;"ClearCr"
5.279;5;5.925;12.09;11.932;2;9;7.476;7;0;3.888;"ClearCr"
5.255;6;6.971;9.188;9.43;1;8;0;4;2;0;"ClearCr"
5.447;7;7.2;11.746;11.746;2;7;0;5;2;4.243;"ClearCr"
5.201;6;6.854;11.177;11.177;2;8;0;6;1;0;"ClearCr"
5.39;8;8.357;12.347;12.347;2;1;2.546;7;0;3.795;"CollgCr"
5.314;7;7.542;10.336;10.427;2;1;1.47;6;0;3.074;"CollgCr"
5.299;7;8.161;10.504;10.504;2;1;0;6;0;0;"CollgCr"
5.272;7;7.44;10.487;10.487;2;0;2.683;6;0;0;"CollgCr"
5.201;5;7.225;8.849;9.319;1;3;0;4;0;2.528;"CollgCr"
5.281;7;6.795;8.889;8.96;2;3;0;8;1;0;"CollgCr"
5.302;6;6.861;8.506;8.506;2;3;3.231;7;0;0;"CollgCr"
5.176;5;5.265;9.609;9.609;1;2;0;5;0;5.333;"CollgCr"
5.209;6;5.187;7.875;7.875;1;7;3.711;6;0;0;"CollgCr"
5.108;5;5.265;8.97;8.97;1;7;0;5;0;5.731;"CollgCr"
5.502;8;8.746;13.342;13.342;2;2;5.367;8;1;4.113;"CollgCr"
5.435;8;7.765;11.929;12.004;2;2;6.566;6;1;4.025;"CollgCr"
5.375;7;7.428;9.203;9.203;2;2;4.48;7;1;4.157;"CollgCr"
5.352;7;7.336;12.182;12.227;2;3;6.307;6;0;0;"CollgCr"
5.158;6;6.148;8.736;8.736;1;2;3.912;4;0;3.55;"CollgCr"
5.155;6;6.148;8.736;8.736;1;2;3.9;3;0;3.795;"CollgCr"
5.365;8;6.722;12.212;12.252;2;2;3.923;8;1;0;"CollgCr"
5.328;7;7.385;11.514;11.557;2;1;3.132;7;0;0;"CollgCr"
5.268;7;6.668;11.281;11.281;2;2;2.97;6;0;3.447;"CollgCr"
5.473;8;8.622;12.387;12.435;2;1;5.499;7;1;4.327;"CollgCr"
5.471;8;8.798;12.082;12.112;2;1;4.93;8;1;3.934;"CollgCr"
5.38;8;9.02;11.494;11.494;2;1;0;6;1;4.157;"CollgCr"
5.326;8;7.212;8.828;8.828;2;1;0;7;0;3.6;"CollgCr"
5.435;8;6.867;12.862;12.862;2;1;5.628;7;2;3.723;"CollgCr"
5.378;9;7.949;12.728;12.728;2;1;0;7;0;5.091;"CollgCr"
5.301;7;7.719;10.742;10.775;2;1;0;6;1;3.888;"CollgCr"
5.289;7;7.542;10.53;10.53;2;1;2.717;6;0;3.447;"CollgCr"
5.375;8;8.716;11.611;11.611;2;1;2.615;7;1;3.6;"CollgCr"
5.238;6;6.293;7.96;7.96;2;1;0;7;1;1.8;"CollgCr"
5.182;5;7.2;9.675;9.675;1;3;0;6;0;3.888;"CollgCr"
5.155;5;6.293;9.439;9.439;1;3;0;5;0;2.437;"CollgCr"
5.365;6;6.504;9.139;9.139;2;3;0;7;0;4.984;"CollgCr"
5.316;7;6.965;11.475;11.475;2;3;0;5;0;0;"CollgCr"
5.14;5;6.573;9.439;9.439;1;3;0;5;0;0;"CollgCr"
5.296;7;7.01;8.828;8.828;2;3;0;6;0;4.221;"CollgCr"
5.31;7;7.206;11.58;11.623;2;2;4.058;6;0;3.6;"CollgCr"
5.283;7;7.742;11.349;11.349;2;2;0;6;0;0;"CollgCr"
5.301;6;6.654;9.139;9.139;2;3;3.286;7;1;3.674;"CollgCr"
5.29;7;6.661;8.648;8.648;2;2;2.924;7;0;3.6;"CollgCr"
5.356;7;6.997;11.898;11.898;2;2;3.146;6;0;0;"CollgCr"
5.362;7;7.482;9.217;9.217;2;2;0;6;0;0;"CollgCr"
5.272;7;7.379;11.277;11.345;2;2;0;6;0;0;"CollgCr"
5.303;7;7.397;11.588;11.588;2;2;4.025;6;1;0;"CollgCr"
5.093;5;0;9.675;9.675;2;7;3.499;5;0;0;"CollgCr"
5.146;5;5.556;9.035;9.035;1;7;2.615;5;0;2.546;"CollgCr"
5.178;5;6.6;9.675;9.675;2;1;0;5;0;0;"CollgCr"
5.135;5;5.499;8.818;8.818;1;1;2.846;6;0;0;"CollgCr"
5.157;5;4.762;10.683;10.683;1;4;0;5;0;3.946;"CollgCr"
5.125;5;5.515;8.818;8.818;1;8;0;5;1;0;"CollgCr"
5.09;5;7.348;8.97;8.97;1;8;0;6;0;4.399;"CollgCr"
5.127;5;5.97;8.314;8.314;1;2;0;5;0;4.157;"CollgCr"
5.124;5;5.97;8.314;8.314;1;1;0;5;0;2.285;"CollgCr"
5.398;7;10.526;11.883;12.041;2;2;0;6;0;4.856;"CollgCr"
5.406;8;7.162;9.804;9.804;2;2;4.221;8;1;4.157;"CollgCr"
5.417;8;6.913;10.812;10.812;2;2;3.118;7;1;3.795;"CollgCr"
5.496;9;8.139;11.384;11.526;2;2;4.285;8;2;4.772;"CollgCr"
5.324;7;7.397;9.217;9.217;2;2;0;6;0;4.8;"CollgCr"
5.342;8;6.848;11.471;11.669;2;2;4.837;5;1;3.486;"CollgCr"
5.307;7;6.559;11.634;11.634;2;3;4.2;6;1;3.217;"CollgCr"
5.446;8;6.861;12.805;12.827;2;2;3.842;7;1;4.179;"CollgCr"
5.322;7;6.782;11.293;11.293;2;3;4.337;7;1;2.324;"CollgCr"
5.341;7;7.619;9.753;9.753;2;3;7.181;8;0;7.2;"CollgCr"
5.281;7;6.788;8.899;9.045;2;3;0;7;1;0;"CollgCr"
5.25;7;7.181;10.444;10.444;2;2;0;6;0;5.66;"CollgCr"
5.328;7;6.371;12.112;12.112;2;2;3.923;6;1;2.581;"CollgCr"
5.158;6;6.148;8.736;8.736;1;1;3.912;4;0;3.55;"CollgCr"
5.146;6;6.148;8.736;8.736;1;2;3.912;4;0;3.55;"CollgCr"
5.467;8;8.538;11.917;12.007;2;1;4.025;7;1;0;"CollgCr"
5.279;7;7.175;8.818;8.818;2;1;0;7;0;4.102;"CollgCr"
5.23;6;6.293;7.397;7.397;2;1;0;6;1;3;"CollgCr"
5.249;7;6.6;7.518;7.518;2;1;0;6;1;3;"CollgCr"
5.395;8;8.818;12.056;12.056;2;1;3.747;7;1;3.888;"CollgCr"
5.677;9;11.015;14.297;14.312;2;0;7.061;7;2;0;"CollgCr"
5.161;5;7.777;9.439;9.439;1;3;0;5;0;0;"CollgCr"
5.354;7;7.087;11.297;11.297;2;2;3.674;5;1;4.327;"CollgCr"
5.317;7;6.92;8.389;8.389;2;2;3.286;6;0;0;"CollgCr"
5.286;7;7.275;8.864;8.91;2;2;3.771;7;0;0;"CollgCr"
5.274;7;6.887;8.899;8.899;2;2;0;8;0;3.286;"CollgCr"
5.281;7;7.206;11.494;11.537;2;2;3.354;6;0;3.286;"CollgCr"
5.344;7;6.907;11.596;11.596;2;2;2.985;6;1;4.157;"CollgCr"
5.365;7;7.125;9.31;9.31;2;2;3.934;7;1;0;"CollgCr"
5.371;7;7.506;9.139;9.139;2;2;0;6;0;4.157;"CollgCr"
5.349;7;7.397;9.099;9.099;2;2;3.818;6;1;0;"CollgCr"
5.115;5;5.265;9.188;9.188;1;6;0;5;0;3.612;"CollgCr"
5.176;5;5.433;9.415;9.415;2;7;4.45;6;0;4.347;"CollgCr"
5.199;5;6.893;8.818;10.279;1;6;4.025;5;0;4.358;"CollgCr"
5.167;6;7.2;9.198;9.609;1;6;0;5;0;0;"CollgCr"
5.212;5;6.293;8.818;11.841;2;2;0;5;0;3.55;"CollgCr"
5.104;5;5.628;8.818;8.818;1;8;0;5;0;0;"CollgCr"
5.097;5;5.628;8.379;8.379;1;8;0;4;0;4.2;"CollgCr"
5.362;8;6.933;12.646;12.71;2;2;5.029;7;1;3.923;"CollgCr"
5.371;7;8.69;9.449;9.449;2;2;0;7;1;0;"CollgCr"
5.363;7;7.162;10.636;10.775;2;2;4.52;8;1;0;"CollgCr"
5.347;7;6.978;10.187;10.187;2;2;4.264;8;1;4.157;"CollgCr"
5.458;8;9.025;9.744;9.744;2;2;5.97;7;1;0;"CollgCr"
5.408;8;8.373;10.076;10.169;2;2;0;9;1;0;"CollgCr"
5.352;7;6.991;8.92;8.92;2;1;4.762;8;0;0;"CollgCr"
5.38;7;7.324;10.08;10.08;2;1;0;9;1;0;"CollgCr"
5.262;7;7.318;8.475;8.475;2;1;0;6;0;0;"CollgCr"
5.322;7;6.661;9.075;9.164;2;3;0;8;1;3.6;"CollgCr"
5.135;6;6.148;8.736;8.736;1;1;3.912;3;0;3.55;"CollgCr"
5.161;6;6.148;8.736;8.736;1;1;4.295;3;0;3.55;"CollgCr"
5.33;7;6.92;11.758;11.758;2;1;3.189;7;0;4.157;"CollgCr"
5.319;7;7.023;8.777;8.777;2;1;4.2;8;0;0;"CollgCr"
5.322;7;6.6;11.368;11.368;2;1;4.893;8;0;3.537;"CollgCr"
5.269;7;6.841;8.325;8.325;2;1;0;6;0;0;"CollgCr"
5.255;8;6.6;10.539;10.539;2;1;0;7;0;0;"CollgCr"
5.34;7;8.559;11.864;11.864;2;1;4.368;6;0;0;"CollgCr"
5.286;7;7.409;11.027;11.068;2;1;0;6;0;0;"CollgCr"
5.276;7;6.075;8.094;8.094;2;1;0;7;1;1.8;"CollgCr"
5.174;6;6.148;8.736;8.736;1;1;3.637;3;1;3.662;"CollgCr"
5.149;6;6.148;8.736;8.736;1;1;3.637;3;1;3.662;"CollgCr"
5.173;6;6.148;8.736;8.736;1;1;4.295;3;1;3.662;"CollgCr"
5.16;6;6.148;8.736;8.736;1;1;3.9;4;1;3.55;"CollgCr"
5.584;7;8.443;10.666;10.742;2;0;4.45;10;1;3.286;"CollgCr"
5.628;8;9.73;11.487;11.487;3;0;5.532;11;1;3.354;"CollgCr"
5.398;8;8.849;12.16;12.19;2;0;5.248;7;1;4.285;"CollgCr"
5.556;8;8.97;13.878;13.878;2;0;0;8;0;3.499;"CollgCr"
5.446;7;8.695;11.596;11.596;2;0;5.248;7;1;3.795;"CollgCr"
5.301;7;6.293;10.883;10.883;2;0;0;6;1;0;"CollgCr"
5.392;8;8.849;12.16;12.19;2;0;5.248;7;1;4.157;"CollgCr"
5.441;8;8.839;11.549;11.549;2;0;4.93;10;1;0;"CollgCr"
5.307;7;6.762;10.708;10.708;2;0;2.683;6;0;4.874;"CollgCr"
5.193;7;6.293;8.094;8.094;2;1;0;8;1;0;"CollgCr"
5.288;7;8.622;10.564;10.564;2;1;0;5;0;3.55;"CollgCr"
5.291;7;7.518;10.427;10.427;2;0;3.118;6;0;3.074;"CollgCr"
5.336;7;8.464;11.796;11.796;2;1;4.285;7;0;3.6;"CollgCr"
5.328;8;7.788;11.576;11.619;2;1;3.447;7;1;3.6;"CollgCr"
5.245;7;6.867;10.691;10.691;2;1;0;6;0;0;"CollgCr"
5.281;7;7.212;8.894;8.894;2;1;0;7;0;3.842;"CollgCr"
5.247;6;6.293;10.875;10.875;2;1;0;6;1;0;"CollgCr"
5.145;5;8.199;9.591;9.591;1;3;0;6;0;0;"CollgCr"
5.1;5;5.187;9.439;9.439;1;3;0;5;0;0;"CollgCr"
5.249;6;6.848;10.392;10.392;2;3;0;6;0;0;"CollgCr"
5.324;6;7.01;8.453;8.91;2;2;0;7;0;0;"CollgCr"
5.17;5;4.667;9.936;9.936;1;3;0;6;0;5.248;"CollgCr"
5.311;6;7.846;8.612;9.025;2;2;0;7;0;0;"CollgCr"
5.336;7;6.933;8.762;8.762;2;2;5.109;7;1;0;"CollgCr"
5.28;7;6.821;8.721;8.721;2;2;0;7;0;0;"CollgCr"
5.337;7;6.614;9.415;9.415;2;2;3.6;7;1;4.168;"CollgCr"
5.354;7;7.087;11.435;11.537;2;1;3.877;7;0;3.6;"CollgCr"
5.255;7;6.708;8.695;8.695;2;1;3.015;8;0;3.6;"CollgCr"
5.204;5;7.2;9.463;9.529;2;6;2.142;6;1;0;"CollgCr"
5.13;5;8.205;9.675;9.675;1;6;0;5;0;0;"CollgCr"
5.114;5;5.265;8.879;9.035;1;6;0;5;0;0;"CollgCr"
5.079;5;6.293;8.818;8.894;1;7;0;5;0;0;"CollgCr"
5.051;5;6.441;8.91;8.91;1;7;0;5;0;2.939;"CollgCr"
5.068;4;8.094;5.886;8.874;1;1;0;5;0;5.628;"CollgCr"
5.486;8;8.94;13.416;13.416;2;1;4.705;8;0;3.888;"CollgCr"
5.359;8;7.631;10.75;10.75;2;1;3.662;7;1;4.157;"CollgCr"
5.283;7;6.887;11.459;11.459;2;1;3;6;1;4.157;"CollgCr"
5.328;7;7.409;9.387;9.449;2;1;0;7;1;0;"CollgCr"
5.301;7;6.984;8.798;8.798;2;1;4.389;7;0;5.894;"CollgCr"
5.427;8;7.84;9.619;10.436;2;2;0;9;1;4.327;"CollgCr"
5.358;8;6.6;11.834;11.97;2;3;6.834;7;1;3.286;"CollgCr"
5.324;7;7.397;8.798;10.444;2;1;4.781;7;2;4.5;"CollgCr"
5.455;9;7.949;12.097;12.252;2;1;4.399;7;1;4.809;"CollgCr"
5.119;6;6.148;8.736;8.736;1;1;3.912;3;0;3.55;"CollgCr"
5.393;8;6.586;10.986;10.986;1;2;3.771;5;1;4.648;"CollgCr"
5.341;7;6.25;8.731;8.731;2;1;0;8;1;3;"CollgCr"
5.239;7;7.212;10.257;10.349;2;1;0;5;0;3;"CollgCr"
5.223;5;6;8.314;8.314;2;1;0;6;0;0;"CollgCr"
5.361;7;8.736;10.85;10.85;2;0;0;7;0;0;"CollgCr"
5.264;7;7.542;10.427;10.427;2;1;0;6;0;3.074;"CollgCr"
5.288;7;7.542;10.388;10.479;2;0;2.75;6;0;3.074;"CollgCr"
5.288;7;7.719;10.758;10.792;2;0;0;6;1;3.888;"CollgCr"
5.345;7;8.823;12.052;12.052;2;0;4.648;7;0;3.6;"CollgCr"
