"price";"Overall.Qual";"Garage.Area";"Total.Bsmt.SF";"X1st.Flr.SF";"Full.Bath";"AgeofHouse";"Mas.Vnr.Area";"TotRms.AbvGrd";"Fireplaces";"Wood.Deck.SF";"Neighborhood"
161500;4;304;1104;1104;1;20;0;8;2;120;"ClearCr"
143000;5;452;1437;1473;1;6;0;5;2;0;"ClearCr"
190000;5;303;1617;1867;1;16;0;7;3;476;"ClearCr"
233500;7;525;1449;944;2;16;0;7;1;150;"ClearCr"
134432;4;680;0;1120;2;49;0;7;1;0;"ClearCr"
235000;6;564;1602;1252;1;33;0;4;1;409;"ClearCr"
145000;5;626;988;1721;2;48;275;7;2;50;"ClearCr"
245000;7;478;1524;1524;2;29;0;7;2;140;"ClearCr"
240000;6;360;907;1307;3;11;0;10;1;486;"ClearCr"
195000;6;438;1182;1643;2;42;0;6;1;339;"ClearCr"
200000;6;603;616;616;2;11;0;8;0;403;"ClearCr"
200500;5;0;1598;1636;3;13;0;12;1;122;"ClearCr"
302000;7;739;1643;1824;2;5;351;5;2;380;"ClearCr"
182000;6;552;1190;1522;2;23;136;7;1;0;"ClearCr"
211000;6;521;1151;1164;2;18;268;8;1;0;"ClearCr"
277000;6;389;1444;1444;2;1;472;7;2;0;"ClearCr"
240000;6;501;1580;1079;2;15;0;9;2;216;"ClearCr"
187500;6;444;832;976;2;0;157;9;0;133;"ClearCr"
279000;8;529;966;1743;0;31;0;5;2;646;"ClearCr"
130000;5;288;1062;1352;1;48;120;6;0;168;"ClearCr"
278000;7;521;1865;1830;1;39;123;6;2;0;"ClearCr"
225000;7;667;1304;1304;2;53;0;7;1;0;"ClearCr"
148400;7;450;430;880;2;25;0;7;0;188;"ClearCr"
190000;7;445;1453;1453;1;20;0;6;1;0;"ClearCr"
190000;5;390;1624;1582;2;42;621;7;0;168;"ClearCr"
180000;6;540;938;988;1;37;0;4;2;0;"ClearCr"
280000;7;576;1533;1533;2;31;0;5;2;200;"ClearCr"
158900;6;522;1388;1388;2;38;0;6;1;0;"ClearCr"
245350;8;776;1694;1694;2;2;72;7;0;160;"CollgCr"
206000;7;632;1187;1208;2;4;24;6;0;105;"CollgCr"
198900;7;740;1226;1226;2;1;0;6;0;0;"CollgCr"
187000;7;615;1222;1222;2;0;80;6;0;0;"CollgCr"
159000;5;580;870;965;1;14;0;4;0;71;"CollgCr"
191000;7;513;878;892;2;12;0;8;1;0;"CollgCr"
200500;6;523;804;804;2;12;116;7;0;0;"CollgCr"
150000;5;308;1026;1026;1;6;0;5;0;316;"CollgCr"
161750;6;299;689;689;1;33;153;6;0;0;"CollgCr"
128200;5;308;894;894;1;34;0;5;0;365;"CollgCr"
318000;8;850;1978;1978;2;7;320;8;1;188;"CollgCr"
272000;8;670;1581;1601;2;8;479;6;1;180;"CollgCr"
237000;7;613;941;941;2;7;223;7;1;192;"CollgCr"
224900;7;598;1649;1661;2;12;442;6;0;0;"CollgCr"
143750;6;420;848;848;1;7;170;4;0;140;"CollgCr"
143000;6;420;848;848;1;6;169;3;0;160;"CollgCr"
232000;8;502;1657;1668;2;7;171;8;1;0;"CollgCr"
213000;7;606;1473;1484;2;5;109;7;0;0;"CollgCr"
185500;7;494;1414;1414;2;6;98;6;0;132;"CollgCr"
297000;8;826;1705;1718;2;1;336;7;1;208;"CollgCr"
295493;8;860;1622;1630;2;1;270;8;1;172;"CollgCr"
239900;8;904;1468;1468;2;1;0;6;1;192;"CollgCr"
212000;8;578;866;866;2;2;0;7;0;144;"CollgCr"
272500;8;524;1838;1838;2;1;352;7;2;154;"CollgCr"
239000;9;702;1800;1800;2;2;0;7;0;288;"CollgCr"
200000;7;662;1282;1290;2;2;0;6;1;168;"CollgCr"
194500;7;632;1232;1232;2;2;82;6;0;132;"CollgCr"
237000;8;844;1498;1498;2;3;76;7;1;144;"CollgCr"
173000;6;440;704;704;2;3;0;7;1;36;"CollgCr"
152000;5;576;1040;1040;1;13;0;6;0;168;"CollgCr"
143000;5;440;990;990;1;15;0;5;0;66;"CollgCr"
231500;6;470;928;928;2;12;0;7;0;276;"CollgCr"
207000;7;539;1463;1463;2;11;0;5;0;0;"CollgCr"
138000;5;480;990;990;1;14;0;5;0;0;"CollgCr"
197900;7;546;866;866;2;11;0;6;0;198;"CollgCr"
204000;7;577;1490;1501;2;10;183;6;0;144;"CollgCr"
192000;7;666;1431;1431;2;10;0;6;0;0;"CollgCr"
200000;6;492;928;928;2;11;120;7;1;150;"CollgCr"
195000;7;493;831;831;2;7;95;7;0;144;"CollgCr"
227000;7;544;1573;1573;2;7;110;6;0;0;"CollgCr"
230000;7;622;944;944;2;8;0;6;0;0;"CollgCr"
187100;7;605;1413;1430;2;7;0;6;0;0;"CollgCr"
201000;7;608;1492;1492;2;8;180;6;1;0;"CollgCr"
124000;5;0;1040;1040;2;31;136;5;0;0;"CollgCr"
140000;5;343;907;907;1;31;76;5;0;72;"CollgCr"
150500;5;484;1040;1040;2;1;0;5;0;0;"CollgCr"
136500;5;336;864;864;1;4;90;6;0;0;"CollgCr"
143500;5;252;1268;1268;1;20;0;5;0;173;"CollgCr"
133500;5;338;864;864;1;37;0;5;1;0;"CollgCr"
123000;5;600;894;894;1;37;0;6;0;215;"CollgCr"
133900;5;396;768;768;1;6;0;5;0;192;"CollgCr"
133000;5;396;768;768;1;2;0;5;0;58;"CollgCr"
250000;7;1231;1569;1611;2;7;0;6;0;262;"CollgCr"
254750;8;570;1068;1068;2;6;198;8;1;192;"CollgCr"
261500;8;531;1299;1299;2;8;108;7;1;160;"CollgCr"
313000;9;736;1440;1476;2;9;204;8;2;253;"CollgCr"
211000;7;608;944;944;2;8;0;6;0;256;"CollgCr"
220000;8;521;1462;1513;2;9;260;5;1;135;"CollgCr"
203000;7;478;1504;1504;2;13;196;6;1;115;"CollgCr"
279500;8;523;1822;1828;2;6;164;7;1;194;"CollgCr"
210000;7;511;1417;1417;2;11;209;7;1;60;"CollgCr"
219500;7;645;1057;1057;2;11;573;8;0;576;"CollgCr"
191000;7;512;880;909;2;13;0;7;1;0;"CollgCr"
178000;7;573;1212;1212;2;8;0;6;0;356;"CollgCr"
213000;7;451;1630;1630;2;8;171;6;1;74;"CollgCr"
144000;6;420;848;848;1;5;170;4;0;140;"CollgCr"
140000;6;420;848;848;1;6;170;4;0;140;"CollgCr"
293200;8;810;1578;1602;2;2;180;7;1;0;"CollgCr"
190000;7;572;864;864;2;5;0;7;0;187;"CollgCr"
170000;6;440;608;608;2;2;0;6;1;100;"CollgCr"
177439;7;484;628;628;2;1;0;6;1;100;"CollgCr"
248500;8;864;1615;1615;2;1;156;7;1;168;"CollgCr"
475000;9;1348;2271;2276;2;0;554;7;2;0;"CollgCr"
145000;5;672;990;990;1;13;0;5;0;0;"CollgCr"
226001;7;558;1418;1418;2;10;150;5;1;208;"CollgCr"
207500;7;532;782;782;2;8;120;6;0;0;"CollgCr"
193000;7;588;873;882;2;9;158;7;0;0;"CollgCr"
188000;7;527;880;880;2;9;0;8;0;120;"CollgCr"
191000;7;577;1468;1479;2;8;125;6;0;120;"CollgCr"
221000;7;530;1494;1494;2;6;99;6;1;192;"CollgCr"
231500;7;564;963;963;2;7;172;7;1;0;"CollgCr"
235000;7;626;928;928;2;7;0;6;0;192;"CollgCr"
223500;7;608;920;920;2;6;162;6;1;0;"CollgCr"
130250;5;308;938;938;1;28;0;5;0;145;"CollgCr"
149900;5;328;985;985;2;31;220;6;0;210;"CollgCr"
158000;5;528;864;1174;1;30;180;5;0;211;"CollgCr"
147000;6;576;940;1026;1;30;0;5;0;0;"CollgCr"
163000;5;440;864;1558;2;7;0;5;0;140;"CollgCr"
127000;5;352;864;864;1;36;0;5;0;0;"CollgCr"
124900;5;352;780;780;1;36;0;4;0;196;"CollgCr"
230000;8;534;1777;1795;2;6;281;7;1;171;"CollgCr"
235000;7;839;992;992;2;8;0;7;1;0;"CollgCr"
230500;7;570;1257;1290;2;7;227;8;1;0;"CollgCr"
222500;7;541;1153;1153;2;9;202;8;1;192;"CollgCr"
287000;8;905;1055;1055;2;6;396;7;1;0;"CollgCr"
255900;8;779;1128;1149;2;6;0;9;1;0;"CollgCr"
224900;7;543;884;884;2;5;252;8;0;0;"CollgCr"
240000;7;596;1129;1129;2;5;0;9;1;0;"CollgCr"
183000;7;595;798;798;2;5;0;6;0;0;"CollgCr"
210000;7;493;915;933;2;13;0;8;1;144;"CollgCr"
136500;6;420;848;848;1;5;170;3;0;140;"CollgCr"
145000;6;420;848;848;1;4;205;3;0;140;"CollgCr"
214000;7;532;1536;1536;2;5;113;7;0;192;"CollgCr"
208500;7;548;856;856;2;5;196;8;0;0;"CollgCr"
210000;7;484;1436;1436;2;4;266;8;0;139;"CollgCr"
185900;7;520;770;770;2;4;0;6;0;0;"CollgCr"
179900;8;484;1234;1234;2;1;0;7;0;0;"CollgCr"
218836;7;814;1564;1564;2;1;212;6;0;0;"CollgCr"
193000;7;610;1351;1361;2;1;0;6;0;0;"CollgCr"
189000;7;410;728;728;2;3;0;7;1;36;"CollgCr"
149300;6;420;848;848;1;4;147;3;1;149;"CollgCr"
141000;6;420;848;848;1;4;147;3;1;149;"CollgCr"
149000;6;420;848;848;1;4;205;3;1;149;"CollgCr"
144500;6;420;848;848;1;4;169;4;1;140;"CollgCr"
383970;7;792;1264;1282;2;0;220;10;1;120;"CollgCr"
424870;8;1052;1466;1466;3;0;340;11;1;125;"CollgCr"
250000;8;870;1643;1651;2;0;306;7;1;204;"CollgCr"
360000;8;894;2140;2140;2;0;0;8;0;136;"CollgCr"
279500;7;840;1494;1494;2;0;306;7;1;160;"CollgCr"
200141;7;440;1316;1316;2;0;0;6;1;0;"CollgCr"
246500;8;870;1643;1651;2;0;306;7;1;192;"CollgCr"
276000;8;868;1482;1482;2;0;270;10;1;0;"CollgCr"
203000;7;508;1274;1274;2;0;80;6;0;264;"CollgCr"
155835;7;440;728;728;2;1;0;8;1;0;"CollgCr"
194000;7;826;1240;1240;2;1;0;5;0;140;"CollgCr"
195400;7;628;1208;1208;2;0;108;6;0;105;"CollgCr"
217000;7;796;1546;1546;2;1;204;7;0;144;"CollgCr"
212999;8;674;1489;1500;2;1;132;7;1;144;"CollgCr"
175900;7;524;1270;1270;2;1;0;6;0;0;"CollgCr"
191000;7;578;879;879;2;1;0;7;0;164;"CollgCr"
176432;6;440;1314;1314;2;1;0;6;1;0;"CollgCr"
139500;5;747;1022;1022;1;13;0;6;0;0;"CollgCr"
126000;5;299;990;990;1;13;0;5;0;0;"CollgCr"
177500;6;521;1200;1200;2;12;0;6;0;0;"CollgCr"
211000;6;546;794;882;2;9;0;7;0;0;"CollgCr"
147900;5;242;1097;1097;1;11;0;6;0;306;"CollgCr"
204750;6;684;824;905;2;10;0;7;0;0;"CollgCr"
217000;7;534;853;853;2;8;290;7;1;0;"CollgCr"
190550;7;517;845;845;2;6;0;7;0;0;"CollgCr"
217500;7;486;985;985;2;7;144;7;1;193;"CollgCr"
226000;7;558;1453;1479;2;4;167;7;0;144;"CollgCr"
180000;7;500;840;840;2;4;101;8;0;144;"CollgCr"
160000;5;576;995;1009;2;30;51;6;1;0;"CollgCr"
134900;5;748;1040;1040;1;30;0;5;0;0;"CollgCr"
130000;5;308;876;907;1;30;0;5;0;0;"CollgCr"
120000;5;440;864;879;1;32;0;5;0;0;"CollgCr"
112500;5;461;882;882;1;35;0;5;0;96;"CollgCr"
117000;4;728;385;875;1;1;0;5;0;352;"CollgCr"
305900;8;888;2000;2000;2;2;246;8;0;168;"CollgCr"
228500;8;647;1284;1284;2;5;149;7;1;192;"CollgCr"
192000;7;527;1459;1459;2;5;100;6;1;192;"CollgCr"
213000;7;610;979;992;2;4;0;7;1;0;"CollgCr"
200000;7;542;860;860;2;5;214;7;0;386;"CollgCr"
267000;8;683;1028;1210;2;8;0;9;1;208;"CollgCr"
228000;8;484;1556;1592;2;12;519;7;1;120;"CollgCr"
211000;7;608;860;1212;2;5;254;7;2;225;"CollgCr"
285000;9;702;1626;1668;2;5;215;7;1;257;"CollgCr"
131500;6;420;848;848;1;4;170;3;0;140;"CollgCr"
246900;8;482;1341;1341;1;7;158;5;1;240;"CollgCr"
219500;7;434;847;847;2;3;0;8;1;100;"CollgCr"
173500;7;578;1169;1190;2;2;0;5;0;100;"CollgCr"
167000;5;400;768;768;2;2;0;6;0;0;"CollgCr"
229800;7;848;1308;1308;2;0;0;7;0;0;"CollgCr"
183600;7;632;1208;1208;2;1;0;6;0;105;"CollgCr"
194000;7;632;1199;1220;2;0;84;6;0;105;"CollgCr"
193879;7;662;1286;1294;2;0;0;6;1;168;"CollgCr"
221500;7;865;1614;1614;2;0;240;7;0;144;"CollgCr"
204900;7;675;1498;1498;2;0;0;5;0;351;"CollgCr"
239799;7;868;1391;1391;2;0;0;7;0;0;"CollgCr"
233555;6;495;1836;1846;2;0;0;7;1;0;"CollgCr"
260000;7;660;1734;1734;2;1;0;7;0;160;"CollgCr"
294900;8;754;1570;1590;2;0;198;6;0;176;"CollgCr"
225000;7;576;1614;1614;2;1;140;7;1;100;"CollgCr"
187000;6;473;781;795;2;11;68;6;1;413;"CollgCr"
193000;7;591;1425;1425;2;8;0;5;0;0;"CollgCr"
156000;5;576;990;990;1;11;0;5;0;224;"CollgCr"
217000;7;586;951;951;2;6;0;7;1;208;"CollgCr"
200000;7;492;916;920;2;4;0;8;0;146;"CollgCr"
192500;7;474;936;936;2;4;144;7;1;144;"CollgCr"
132500;5;576;911;954;1;30;0;6;0;0;"CollgCr"
157500;6;317;675;686;1;29;62;6;0;406;"CollgCr"
174000;6;672;995;1282;2;28;123;6;0;386;"CollgCr"
128500;5;288;864;864;1;34;0;5;0;0;"CollgCr"
119900;5;297;864;864;1;34;0;5;0;0;"CollgCr"
255000;8;586;1065;1091;2;4;210;7;1;199;"CollgCr"
222000;7;591;826;878;2;4;199;6;0;320;"CollgCr"
214000;6;530;840;840;2;7;148;7;1;176;"CollgCr"
275000;8;748;1753;1787;2;4;178;7;1;198;"CollgCr"
197000;7;529;872;872;2;4;0;8;0;0;"CollgCr"
268500;8;646;1090;1090;2;7;261;8;1;197;"CollgCr"
210900;7;467;1065;1065;2;9;0;9;1;120;"CollgCr"
274300;7;583;1108;1108;2;8;0;8;1;253;"CollgCr"
216837;7;484;1860;1836;2;1;0;8;1;120;"CollgCr"
133000;6;420;848;848;1;3;170;4;0;140;"CollgCr"
155900;6;420;848;848;1;2;169;3;1;140;"CollgCr"
233230;8;685;1079;1079;2;0;0;8;1;0;"CollgCr"
195000;7;434;847;847;2;1;0;8;1;100;"CollgCr"
200000;6;544;1682;1700;2;3;120;7;0;192;"CollgCr"
203160;7;578;851;851;2;0;0;7;0;0;"CollgCr"
212900;7;782;1552;1552;2;0;196;7;0;144;"CollgCr"
196500;7;565;860;860;2;2;0;7;0;0;"CollgCr"
198000;7;502;1336;1336;2;0;0;6;0;136;"CollgCr"
173900;6;564;750;750;2;0;0;6;0;0;"CollgCr"
163990;6;390;728;728;2;0;0;8;1;0;"CollgCr"
257500;7;312;1528;1225;1;25;371;8;2;0;"Crawfor"
215000;5;484;1032;1102;2;19;430;11;0;0;"Crawfor"
266500;7;252;1152;1188;2;4;0;9;2;0;"Crawfor"
335000;7;567;1902;1902;2;8;0;7;2;0;"Crawfor"
289000;7;484;1501;1801;2;13;0;6;2;0;"Crawfor"
147500;6;440;816;1232;1;9;0;6;1;0;"Crawfor"
177000;6;342;896;1172;1;59;0;9;1;0;"Crawfor"
137000;7;215;600;628;1;19;0;6;1;0;"Crawfor"
234000;7;282;1276;1276;1;5;0;9;2;0;"Crawfor"
205000;5;440;840;840;1;59;0;6;2;0;"Crawfor"
163500;5;432;876;964;1;3;0;5;0;0;"Crawfor"
154900;5;186;731;820;1;59;0;7;1;192;"Crawfor"
205000;7;400;920;1240;2;59;0;13;2;0;"Crawfor"
144800;5;390;1112;1112;1;55;0;6;1;0;"Crawfor"
174500;7;234;704;860;1;59;0;7;1;0;"Crawfor"
193000;6;463;1561;1561;2;49;132;6;1;0;"Crawfor"
158000;5;295;1067;986;2;4;0;7;1;0;"Crawfor"
158500;6;300;1092;1152;1;5;0;6;1;0;"Crawfor"
224000;6;576;1310;1906;1;55;420;6;2;0;"Crawfor"
208000;6;501;572;1182;2;23;242;6;1;400;"Crawfor"
315000;7;551;1803;2365;2;0;0;7;2;200;"Crawfor"
230000;8;482;1596;1648;2;1;174;5;1;162;"Crawfor"
177000;6;308;840;840;2;32;0;8;0;0;"Crawfor"
231000;8;180;798;798;2;11;0;7;1;85;"Crawfor"
138000;6;599;784;819;1;58;0;7;1;0;"Crawfor"
149000;7;270;776;851;1;8;0;6;1;0;"Crawfor"
188700;6;240;715;849;1;13;0;6;1;0;"Crawfor"
198000;5;240;942;1265;2;13;0;7;1;0;"Crawfor"
110000;5;225;884;932;1;58;0;6;0;64;"Crawfor"
104000;6;344;1091;1091;1;57;88;5;1;66;"Crawfor"
257076;8;786;608;983;1;58;40;9;2;0;"Crawfor"
263400;7;506;832;1218;2;8;0;8;2;0;"Crawfor"
224000;6;924;1296;1640;1;2;72;7;1;108;"Crawfor"
392500;8;482;1600;1652;2;0;186;5;1;162;"Crawfor"
294464;8;525;1596;1648;2;0;186;5;1;162;"Crawfor"
250000;7;482;1594;1646;2;3;174;5;1;128;"Crawfor"
275000;8;482;1594;1646;2;3;174;5;1;128;"Crawfor"
165000;6;180;602;900;1;11;0;7;2;96;"Crawfor"
136500;5;352;1290;1422;1;57;0;6;0;0;"Crawfor"
146500;6;240;651;759;2;2;0;8;1;216;"Crawfor"
148500;7;216;531;567;1;12;0;5;1;0;"Crawfor"
141500;6;228;585;851;1;57;0;7;1;184;"Crawfor"
189950;7;216;912;912;1;9;0;7;1;0;"Crawfor"
164000;7;240;918;918;2;57;0;7;2;0;"Crawfor"
90350;5;352;440;694;1;5;0;4;1;0;"Crawfor"
139000;5;552;661;661;2;4;0;8;1;242;"Crawfor"
145000;6;492;979;979;2;57;423;8;0;0;"Crawfor"
145000;5;871;1001;1001;2;57;0;8;0;0;"Crawfor"
238000;7;264;851;867;2;15;0;8;1;291;"Crawfor"
